Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Mon May 20 2024,SPXW240520C05110000,73.95,-4.7,71.7,72.2,6,0.1458,0.4448,0.0018,110,5110.00,SPXW240520P05110000,88.05,0,108,108.8,0,0.146,-0.5554,0.0018,41
Mon May 20 2024,SPXW240520C05120000,79.8,0,66.8,67.3,0,0.1445,0.4267,0.0018,6,5120.00,SPXW240520P05120000,112.1,0,113.1,113.8,0,0.1447,-0.5736,0.0018,14
Mon May 20 2024,SPXW240520C05125000,73.05,2,64.4,64.9,36,0.1439,0.4176,0.0018,21,5125.00,SPXW240520P05125000,75.74,0,115.7,116.4,0,0.1441,-0.5826,0.0018,153
Mon May 20 2024,SPXW240520C05130000,95.68,0,62.1,62.6,0,0.1433,0.4085,0.0018,113,5130.00,SPXW240520P05130000,111.45,0,118.4,119.1,0,0.1435,-0.5918,0.0018,6
Tue May 21 2024,SPXW240521C04975000,0,0,156.8,157.5,0,0.1642,0.661,0.0014,0,4975.00,SPXW240521P04975000,0,0,58.4,59,0,0.1646,-0.3393,0.0014,0
Tue May 21 2024,SPXW240521C04980000,0,0,153.2,154,0,0.1635,0.6542,0.0014,0,4980.00,SPXW240521P04980000,0,0,59.8,60.4,0,0.1639,-0.346,0.0014,0
Tue May 21 2024,SPXW240521C04990000,0,0,146.2,146.9,0,0.1621,0.6404,0.0015,0,4990.00,SPXW240521P04990000,0,0,62.7,63.3,0,0.1624,-0.3598,0.0015,0
Tue May 21 2024,SPXW240521C05000000,198.52,0,139.2,140,0,0.1608,0.6262,0.0015,48,5000.00,SPXW240521P05000000,66.48,0,65.7,66.3,0,0.161,-0.374,0.0015,5
Tue May 21 2024,SPXW240521C05010000,0,0,132.5,133.2,0,0.1594,0.6117,0.0016,0,5010.00,SPXW240521P05010000,0,0,68.9,69.5,0,0.1596,-0.3886,0.0016,0
Tue May 21 2024,SPXW240521C05020000,129.34,129.34,125.8,126.6,54,0.158,0.5967,0.0016,0,5020.00,SPXW240521P05020000,68.59,68.59,72.2,72.8,2,0.1583,-0.4036,0.0016,0
Tue May 21 2024,SPXW240521C05025000,126.02,-4.98,122.6,123.3,18,0.1574,0.5891,0.0016,51,5025.00,SPXW240521P05025000,74.36,0,73.9,74.5,0,0.1576,-0.4112,0.0016,9
Tue May 21 2024,SPXW240521C05030000,0,0,119.5,120.1,0,0.1568,0.5814,0.0016,0,5030.00,SPXW240521P05030000,72.47,72.47,75.6,76.3,2,0.1568,-0.4189,0.0016,0
Tue May 21 2024,SPXW240521C05040000,0,0,113.1,113.8,0,0.1553,0.5657,0.0016,0,5040.00,SPXW240521P05040000,0,0,79.2,79.9,0,0.1555,-0.4346,0.0016,0
Tue May 21 2024,SPXW240521C05050000,109.88,0,106.9,107.6,0,0.154,0.5496,0.0016,38,5050.00,SPXW240521P05050000,79.82,-3.58,83,83.7,2,0.1542,-0.4506,0.0016,74
Tue May 21 2024,SPXW240521C05060000,103.5,103.5,100.9,101.6,1,0.1528,0.5333,0.0017,0,5060.00,SPXW240521P05060000,0,0,87,87.6,0,0.1529,-0.467,0.0017,0
Tue May 21 2024,SPXW240521C05070000,0,0,95.1,95.8,0,0.1514,0.5166,0.0017,0,5070.00,SPXW240521P05070000,87.12,87.12,91.1,91.8,2,0.1516,-0.4837,0.0017,0
Tue May 21 2024,SPXW240521C05075000,95.59,0,92.2,92.9,0,0.1509,0.5082,0.0017,31,5075.00,SPXW240521P05075000,85.95,-7.25,93.2,93.9,1,0.1509,-0.4921,0.0017,1
Tue May 21 2024,SPXW240521C05080000,0,0,89.4,90.1,0,0.1502,0.4996,0.0017,0,5080.00,SPXW240521P05080000,0,0,95.4,96,0,0.1503,-0.5006,0.0017,0
Tue May 21 2024,SPXW240521C05090000,0,0,83.9,84.6,0,0.1489,0.4824,0.0017,0,5090.00,SPXW240521P05090000,0,0,99.8,100.5,0,0.1491,-0.5178,0.0017,0
Tue May 21 2024,SPXW240521C05100000,84.97,0,78.6,79.3,0,0.1475,0.465,0.0017,313,5100.00,SPXW240521P05100000,114.39,0,104.5,105.2,0,0.1477,-0.5352,0.0017,311
Tue May 21 2024,SPXW240521C05110000,76,-4.7,73.6,74.3,2,0.1463,0.4474,0.0017,25,5110.00,SPXW240521P05110000,0,0,109.3,110,0,0.1466,-0.5529,0.0017,0
Tue May 21 2024,SPXW240521C05120000,76.4,0,68.7,69.3,0,0.1451,0.4296,0.0017,2,5120.00,SPXW240521P05120000,108.16,0,114.4,115,0,0.1453,-0.5706,0.0017,1
Tue May 21 2024,SPXW240521C05125000,73.1,0,66.3,66.8,0,0.1445,0.4207,0.0017,6,5125.00,SPXW240521P05125000,106.32,-9.68,116.9,117.6,4,0.1448,-0.5796,0.0017,1
Tue May 21 2024,SPXW240521C05130000,67.68,0,64,64.6,0,0.1439,0.4117,0.0017,9,5130.00,SPXW240521P05130000,94.16,0,119.6,120.3,0,0.1441,-0.5885,0.0017,4
Wed May 22 2024,SPXW240522C04850000,257.49,0,248.7,262,0,0.1826,0.7945,0.001,19,4850.00,SPXW240522P04850000,31.2,-3.9,33.6,34.2,1,0.1831,-0.2058,0.001,2
Wed May 22 2024,SPXW240522C04900000,218.62,0,210.6,221.6,0,0.1755,0.7477,0.0012,9,4900.00,SPXW240522P04900000,42.12,-1.53,42.3,42.9,1,0.1757,-0.2526,0.0012,4
Wed May 22 2024,SPXW240522C04925000,198.74,0,190.9,202.5,0,0.1719,0.7208,0.0012,7,4925.00,SPXW240522P04925000,47.27,-1.48,47.5,48.1,1,0.172,-0.2795,0.0012,30
Wed May 22 2024,SPXW240522C04950000,178.94,0,171.9,182.6,0,0.1682,0.6915,0.0013,138,4950.00,SPXW240522P04950000,0,0,53.3,53.9,0,0.1685,-0.3088,0.0013,0
Wed May 22 2024,SPXW240522C04975000,167.48,0,158.8,159.6,0,0.1648,0.6597,0.0014,69,4975.00,SPXW240522P04975000,59.9,0,59.8,60.5,0,0.1649,-0.3406,0.0014,11
Wed May 22 2024,SPXW240522C05000000,143.62,-6.28,141.3,142,29,0.1613,0.6255,0.0015,123,5000.00,SPXW240522P05000000,67.94,0,67.1,67.8,0,0.1615,-0.3748,0.0015,16
Wed May 22 2024,SPXW240522C05025000,135,0,124.7,125.4,0,0.1579,0.5889,0.0016,69,5025.00,SPXW240522P05025000,80.7,0,75.3,76,0,0.1581,-0.4114,0.0016,20
Wed May 22 2024,SPXW240522C05030000,129.78,0,121.4,122.1,0,0.1573,0.5813,0.0016,1,5030.00,SPXW240522P05030000,58.25,0,77.1,77.8,0,0.1574,-0.419,0.0016,110
Wed May 22 2024,SPXW240522C05040000,0,0,115.1,115.8,0,0.1559,0.5659,0.0016,0,5040.00,SPXW240522P05040000,89.5,0,80.7,81.4,0,0.156,-0.4344,0.0016,1
Wed May 22 2024,SPXW240522C05050000,114.22,-2.68,108.9,109.6,1000,0.1546,0.5501,0.0016,0,5050.00,SPXW240522P05050000,93.31,0,84.4,85.2,0,0.1548,-0.4501,0.0016,9
Wed May 22 2024,SPXW240522C05060000,119.56,0,102.9,103.6,0,0.1533,0.534,0.0016,41,5060.00,SPXW240522P05060000,86.2,0,88.4,89.1,0,0.1534,-0.4662,0.0016,36
Wed May 22 2024,SPXW240522C05070000,112.76,0,97.1,97.8,0,0.152,0.5177,0.0017,42,5070.00,SPXW240522P05070000,101.16,0,92.5,93.2,0,0.1522,-0.4826,0.0017,13
Wed May 22 2024,SPXW240522C05075000,95.57,-6.33,94.2,94.9,2,0.1514,0.5094,0.0017,6,5075.00,SPXW240522P05075000,86.36,-8.14,94.6,95.3,2,0.1516,-0.4909,0.0017,5
Wed May 22 2024,SPXW240522C05080000,98.31,0,91.4,92.1,0,0.1507,0.501,0.0017,27,5080.00,SPXW240522P05080000,87.07,-9.53,96.8,97.5,6,0.1509,-0.4992,0.0017,5
Wed May 22 2024,SPXW240522C05090000,94.57,0,85.9,86.6,0,0.1495,0.4841,0.0017,9,5090.00,SPXW240522P05090000,92.37,-8.53,101.2,101.9,4,0.1497,-0.5161,0.0017,2
Wed May 22 2024,SPXW240522C05100000,82.37,-5.43,80.6,81.3,3,0.1482,0.467,0.0017,400,5100.00,SPXW240522P05100000,96.93,-8.47,105.9,106.6,194,0.1484,-0.5332,0.0017,428
Wed May 22 2024,SPXW240522C05110000,92.16,0,75.5,76.1,0,0.1469,0.4497,0.0017,11,5110.00,SPXW240522P05110000,99.36,-10.64,110.7,111.4,68,0.1472,-0.5505,0.0017,1
Wed May 22 2024,SPXW240522C05120000,86.82,0,70.5,71.2,0,0.1458,0.4323,0.0017,118,5120.00,SPXW240522P05120000,107.16,-7.64,115.7,116.4,2,0.146,-0.568,0.0017,1
Wed May 22 2024,SPXW240522C05125000,71.27,-3.63,68.1,68.8,121,0.1452,0.4235,0.0017,102,5125.00,SPXW240522P05125000,113.4,-3.9,118.2,119,48,0.1454,-0.5768,0.0017,28
Wed May 22 2024,SPXW240522C05130000,75.52,3.12,65.8,66.5,2,0.1445,0.4147,0.0017,329,5130.00,SPXW240522P05130000,91.08,0,120.9,121.6,0,0.1448,-0.5856,0.0017,3
Thu May 23 2024,SPXW240523C04975000,174.34,0,163.2,163.9,0,0.1664,0.6611,0.0014,1,4975.00,SPXW240523P04975000,0,0,61,61.7,0,0.1666,-0.3396,0.0014,0
Thu May 23 2024,SPXW240523C04980000,0,0,159.6,160.4,0,0.1658,0.6547,0.0014,0,4980.00,SPXW240523P04980000,61.12,-2.38,62.4,63.1,2,0.1659,-0.3461,0.0014,0
Thu May 23 2024,SPXW240523C04990000,0,0,152.5,153.3,0,0.1644,0.6414,0.0014,0,4990.00,SPXW240523P04990000,0,0,65.3,66,0,0.1645,-0.3594,0.0014,0
Thu May 23 2024,SPXW240523C05000000,156.77,0,145.6,146.4,0,0.1631,0.6278,0.0014,1,5000.00,SPXW240523P05000000,0,0,68.3,69,0,0.1632,-0.373,0.0014,0
Thu May 23 2024,SPXW240523C05010000,0,0,138.8,139.6,0,0.1617,0.6138,0.0015,0,5010.00,SPXW240523P05010000,72.19,-0.16,71.5,72.2,6,0.1618,-0.3869,0.0015,8
Thu May 23 2024,SPXW240523C05020000,135.64,-5.01,132.2,133,54,0.1603,0.5995,0.0015,0,5020.00,SPXW240523P05020000,0,0,74.7,75.5,0,0.1605,-0.4012,0.0015,0
Thu May 23 2024,SPXW240523C05025000,132.32,-5.03,128.9,129.7,18,0.1596,0.5922,0.0015,1,5025.00,SPXW240523P05025000,0,0,76.4,77.2,0,0.1598,-0.4085,0.0015,0
Thu May 23 2024,SPXW240523C05030000,128.99,-5.06,125.6,126.4,6,0.159,0.5849,0.0015,0,5030.00,SPXW240523P05030000,0,0,78.2,78.9,0,0.1592,-0.4159,0.0015,0
Thu May 23 2024,SPXW240523C05040000,130.72,3.12,119.3,120.1,2,0.1577,0.5699,0.0016,0,5040.00,SPXW240523P05040000,82.29,0,81.8,82.5,0,0.1579,-0.4309,0.0016,1
Thu May 23 2024,SPXW240523C05050000,120.06,-1.19,113.1,113.9,2,0.1564,0.5546,0.0016,0,5050.00,SPXW240523P05050000,86.53,0.58,85.5,86.2,60,0.1565,-0.4462,0.0016,8
Thu May 23 2024,SPXW240523C05060000,120.32,5.22,107,107.8,2,0.1552,0.5389,0.0016,2,5060.00,SPXW240523P05060000,89.39,-0.36,89.4,90.1,18,0.1552,-0.4619,0.0016,2
Thu May 23 2024,SPXW240523C05070000,114.02,4.97,101.1,101.9,92,0.1539,0.523,0.0016,48,5070.00,SPXW240523P05070000,0,0,93.4,94.2,0,0.154,-0.4778,0.0016,0
Thu May 23 2024,SPXW240523C05075000,111.55,5.4,98.3,99.1,2,0.1532,0.515,0.0016,26,5075.00,SPXW240523P05075000,0,0,95.5,96.3,0,0.1533,-0.4858,0.0016,0
Thu May 23 2024,SPXW240523C05080000,100.57,0,95.4,96.2,0,0.1526,0.5068,0.0016,39,5080.00,SPXW240523P05080000,0,0,97.7,98.4,0,0.1528,-0.4939,0.0016,0
Thu May 23 2024,SPXW240523C05090000,97.53,0.03,89.9,90.6,27,0.1513,0.4904,0.0016,19,5090.00,SPXW240523P05090000,0,0,102.1,102.8,0,0.1515,-0.5104,0.0016,0
Thu May 23 2024,SPXW240523C05100000,87.94,0,84.5,85.3,0,0.1502,0.4738,0.0017,3,5100.00,SPXW240523P05100000,0,0,106.6,107.4,0,0.1503,-0.527,0.0017,0
Thu May 23 2024,SPXW240523C05110000,81.87,-4.73,79.4,80.1,4,0.1489,0.457,0.0017,2,5110.00,SPXW240523P05110000,111.89,0.94,111.4,112.2,6,0.1491,-0.5438,0.0017,0
Thu May 23 2024,SPXW240523C05125000,80.14,1.29,71.9,72.6,56,0.1471,0.4314,0.0017,10,5125.00,SPXW240523P05125000,0,0,118.8,119.6,0,0.1473,-0.5694,0.0017,0
Thu May 23 2024,SPXW240523C05150000,63.42,0,60.4,61.1,0,0.1442,0.3884,0.0017,13,5150.00,SPXW240523P05150000,0,0,132.2,133,0,0.1444,-0.6124,0.0017,0
Thu May 23 2024,SPXW240523C05200000,43.76,-2.54,41,41.7,2,0.1388,0.3028,0.0016,54,5200.00,SPXW240523P05200000,0,0,156.8,168.5,0,0.1388,-0.698,0.0016,0
Fri May 24 2024,SPXW240524C05005000,155.15,0,144.2,144.8,0,0.1625,0.6205,0.0014,1,5005.00,SPXW240524P05005000,75.3,0,71.1,71.7,0,0.1628,-0.3802,0.0014,10
Fri May 24 2024,SPXW240524C05010000,147.8,0,140.8,141.4,0,0.1618,0.6136,0.0015,14,5010.00,SPXW240524P05010000,67.13,-6.27,72.7,73.3,1,0.1621,-0.3872,0.0015,67
Fri May 24 2024,SPXW240524C05015000,0,0,137.4,138.1,0,0.1612,0.6066,0.0015,0,5015.00,SPXW240524P05015000,67,0,74.4,74.9,0,0.1614,-0.3942,0.0015,10
Fri May 24 2024,SPXW240524C05020000,147.9,0,134.1,134.8,0,0.1605,0.5995,0.0015,74,5020.00,SPXW240524P05020000,76.4,-0.2,76,76.6,6,0.1608,-0.4013,0.0015,53
Fri May 24 2024,SPXW240524C05025000,133.24,-5.91,130.9,131.5,2,0.1599,0.5923,0.0015,14,5025.00,SPXW240524P05025000,78.1,-0.15,77.7,78.3,6,0.1601,-0.4085,0.0015,248
Fri May 24 2024,SPXW240524C05030000,137.6,0,127.6,128.2,0,0.1592,0.5851,0.0015,19,5030.00,SPXW240524P05030000,77.02,-2.93,79.4,80,1,0.1594,-0.4157,0.0015,66
Fri May 24 2024,SPXW240524C05035000,133.6,0,124.4,125.1,0,0.1586,0.5777,0.0015,17,5035.00,SPXW240524P05035000,84.6,0,81.2,81.8,0,0.1588,-0.4231,0.0015,5
Fri May 24 2024,SPXW240524C05040000,120.9,0,121.3,121.9,0,0.158,0.5703,0.0015,28,5040.00,SPXW240524P05040000,80.87,-2.53,83,83.6,1,0.1582,-0.4305,0.0015,91
Fri May 24 2024,SPXW240524C05045000,129.2,3,118.2,118.8,5,0.1573,0.5628,0.0016,17,5045.00,SPXW240524P05045000,86.2,0,84.9,85.5,0,0.1575,-0.438,0.0016,26
Fri May 24 2024,SPXW240524C05050000,128.65,5.6,115.1,115.7,4,0.1567,0.5552,0.0016,38,5050.00,SPXW240524P05050000,84.07,-2.98,86.7,87.4,6,0.1568,-0.4456,0.0016,187
Fri May 24 2024,SPXW240524C05055000,121.1,1.15,112,112.6,9,0.156,0.5476,0.0016,34,5055.00,SPXW240524P05055000,96.97,0,88.7,89.3,0,0.1562,-0.4532,0.0016,13
Fri May 24 2024,SPXW240524C05060000,111.3,-5.55,109,109.6,15,0.1554,0.5398,0.0016,14,5060.00,SPXW240524P05060000,95.33,0,90.6,91.3,0,0.1556,-0.4609,0.0016,134
Fri May 24 2024,SPXW240524C05065000,118.6,4.75,106,106.7,6,0.1547,0.532,0.0016,20,5065.00,SPXW240524P05065000,83.3,0,92.6,93.3,0,0.155,-0.4687,0.0016,15
Fri May 24 2024,SPXW240524C05070000,113,2.15,103.1,103.7,20,0.1542,0.5242,0.0016,3,5070.00,SPXW240524P05070000,100.88,0,94.7,95.3,0,0.1543,-0.4766,0.0016,65
Fri May 24 2024,SPXW240524C05075000,101.47,-6.38,100.2,100.8,4,0.1535,0.5163,0.0016,228,5075.00,SPXW240524P05075000,96,-0.75,96.8,97.4,8,0.1537,-0.4845,0.0016,239
Fri May 24 2024,SPXW240524C05080000,100.46,-4.49,97.4,98,2,0.1529,0.5083,0.0016,31,5080.00,SPXW240524P05080000,90.1,-8.65,98.9,99.5,5,0.153,-0.4925,0.0016,82
Fri May 24 2024,SPXW240524C05085000,97.3,-4.75,94.6,95.2,13,0.1523,0.5002,0.0016,13,5085.00,SPXW240524P05085000,98.9,-1.95,101.1,101.7,2,0.1524,-0.5006,0.0016,18
Fri May 24 2024,SPXW240524C05090000,103.91,4.66,91.8,92.5,2,0.1517,0.4921,0.0016,12,5090.00,SPXW240524P05090000,99.7,0,103.3,103.9,0,0.1518,-0.5087,0.0016,82
Fri May 24 2024,SPXW240524C05095000,100.6,4.15,89.1,89.7,4,0.1511,0.484,0.0016,22,5095.00,SPXW240524P05095000,101.8,0,105.5,106.1,0,0.1512,-0.5168,0.0016,248
Fri May 24 2024,SPXW240524C05100000,95.68,1.93,86.4,87.1,1,0.1505,0.4758,0.0016,167,5100.00,SPXW240524P05100000,104.25,-3.1,107.8,108.4,24,0.1506,-0.525,0.0016,250
Fri May 31 2024,SPXW240531C05005000,178.83,0,152.8,153.4,0,0.1592,0.6188,0.0014,10,5005.00,SPXW240531P05005000,77.2,0,76.4,77,0,0.1592,-0.3818,0.0014,82
Fri May 31 2024,SPXW240531C05010000,151,-6.65,149.4,150,5,0.1586,0.6123,0.0014,65,5010.00,SPXW240531P05010000,76.63,-1.97,78,78.6,26,0.1585,-0.3883,0.0014,543
Fri May 31 2024,SPXW240531C05015000,151.37,-2.88,146,146.7,11,0.1579,0.6057,0.0014,27,5015.00,SPXW240531P05015000,88.1,0,79.7,80.2,0,0.1579,-0.3948,0.0014,88
Fri May 31 2024,SPXW240531C05020000,144.4,-6.45,142.7,143.3,4,0.1573,0.5991,0.0014,85,5020.00,SPXW240531P05020000,83.1,1.3,81.3,81.9,1,0.1573,-0.4015,0.0014,552
Fri May 31 2024,SPXW240531C05025000,143,-4.6,139.5,140.1,13,0.1567,0.5924,0.0014,172,5025.00,SPXW240531P05025000,80.69,-2.71,83,83.6,3,0.1567,-0.4082,0.0014,427
Fri May 31 2024,SPXW240531C05030000,150.28,6.03,136.2,136.8,3,0.1561,0.5856,0.0014,31,5030.00,SPXW240531P05030000,83.23,-1.87,84.7,85.3,29,0.156,-0.415,0.0014,303
Fri May 31 2024,SPXW240531C05035000,135.9,-5.15,133,133.6,5,0.1555,0.5787,0.0014,44,5035.00,SPXW240531P05035000,88.6,0,86.5,87.1,0,0.1554,-0.4219,0.0014,315
Fri May 31 2024,SPXW240531C05040000,132.5,-5.3,129.9,130.5,5,0.1548,0.5717,0.0014,121,5040.00,SPXW240531P05040000,79.1,-9.45,88.3,88.9,2,0.1548,-0.4289,0.0014,387
Fri May 31 2024,SPXW240531C05045000,135.9,0,126.8,127.3,0,0.1543,0.5647,0.0014,27,5045.00,SPXW240531P05045000,84.9,0,90.1,90.7,0,0.1542,-0.4359,0.0014,75
Fri May 31 2024,SPXW240531C05050000,125.3,-6.15,123.7,124.2,43,0.1537,0.5576,0.0015,214,5050.00,SPXW240531P05050000,92.44,0.29,92,92.6,31,0.1536,-0.443,0.0015,6319
Fri May 31 2024,SPXW240531C05055000,124.24,0,120.6,121.2,0,0.153,0.5505,0.0015,78,5055.00,SPXW240531P05055000,92.1,-1.9,93.9,94.5,1,0.153,-0.4501,0.0015,105
Fri May 31 2024,SPXW240531C05060000,130.58,5.33,117.6,118.1,3,0.1525,0.5432,0.0015,54,5060.00,SPXW240531P05060000,95.29,0,95.8,96.4,0,0.1524,-0.4574,0.0015,664
Fri May 31 2024,SPXW240531C05065000,117.4,-4.85,114.6,115.1,33,0.1519,0.536,0.0015,117,5065.00,SPXW240531P05065000,95.32,-2.48,97.8,98.4,16,0.1517,-0.4646,0.0015,57
Fri May 31 2024,SPXW240531C05070000,118.5,-0.75,111.6,112.2,10,0.1513,0.5286,0.0015,84,5070.00,SPXW240531P05070000,97.27,-2.48,99.8,100.4,12,0.1512,-0.472,0.0015,283
Fri May 31 2024,SPXW240531C05075000,115.5,-0.75,108.7,109.3,15,0.1508,0.5212,0.0015,455,5075.00,SPXW240531P05075000,100.7,-1.05,101.9,102.5,5,0.1506,-0.4794,0.0015,2292
Fri May 31 2024,SPXW240531C05080000,106.9,-6.45,105.8,106.4,71,0.1502,0.5138,0.0015,389,5080.00,SPXW240531P05080000,97.7,0,104,104.6,0,0.15,-0.4868,0.0015,130
Fri May 31 2024,SPXW240531C05085000,109.3,-1.1,103,103.6,9,0.1496,0.5063,0.0015,30,5085.00,SPXW240531P05085000,103.14,-2.71,106.1,106.7,54,0.1494,-0.4943,0.0015,111
Fri May 31 2024,SPXW240531C05090000,105.7,0,100.2,100.8,0,0.149,0.4987,0.0015,60,5090.00,SPXW240531P05090000,108.51,0.56,108.3,108.9,2,0.1489,-0.5019,0.0015,1341
Fri May 31 2024,SPXW240531C05095000,106.2,1.45,97.5,98,7,0.1484,0.4911,0.0015,59,5095.00,SPXW240531P05095000,108.9,-1.15,110.5,111.1,12,0.1483,-0.5095,0.0015,169
Fri May 31 2024,SPXW240531C05100000,97.7,-4.25,94.8,95.4,25,0.1478,0.4834,0.0015,2163,5100.00,SPXW240531P05100000,113,0.75,112.7,113.3,94,0.1478,-0.5171,0.0015,4205
